"","pl_101","pl_102","pl_104","pl_106","pl_107","pl_111","pl_112","pl_113","pl_118","pl_119"
"LOC111336954",8,9,3,2,5,9,4,3,4,9
"Trnai-uau_1",0,1,0,0,0,1,0,0,1,2
"LOC111336949",27,28,3,1,9,11,13,18,16,16
"LOC111336947",22,26,4,3,5,8,8,19,8,7
"LOC111336950",9,8,4,8,7,7,15,13,13,21
"LOC111336952",1,0,0,3,0,1,1,0,0,2
"LOC111336951",381,445,452,173,422,496,595,416,527,574
"LOC111336961",19,19,6,4,9,13,17,14,19,22
"LOC111336959",2,4,1,1,1,0,2,2,1,0
"LOC111336957",0,0,0,0,0,0,0,0,0,1
"LOC111336955",5,2,1,0,0,3,2,2,2,1
"LOC111336956",1,0,0,1,0,0,1,1,0,0
"LOC111336960",25,21,6,5,10,8,16,16,12,15
"LOC111336953",1,1,0,0,2,1,0,0,0,1
"LOC111336945",17,11,5,5,6,10,10,13,8,6
"LOC111336938",67,67,23,16,27,29,39,39,42,49
"LOC111336943",50,46,23,7,26,19,17,32,31,49
"LOC111336944",2,4,0,0,0,2,1,4,1,5
"LOC111336969",18,16,14,7,4,7,13,19,10,16
"LOC111336939",0,0,1,0,0,0,0,0,0,0
"LOC111336967",2,2,1,1,0,0,3,0,4,4
"LOC111336968",0,2,0,0,0,0,0,1,1,0
"LOC111336933",19,15,5,6,5,6,4,9,9,10
"LOC111336937",2,0,0,0,2,0,0,0,1,0
"LOC111336936",55,53,19,9,15,26,12,23,17,19
"LOC111336940",19,20,4,3,10,5,9,17,10,19
"LOC111336942",94,117,39,17,27,51,32,74,36,67
"LOC111336941",252,296,97,38,84,137,161,179,137,169
"LOC111336962",19,19,8,5,6,11,12,12,8,15
"LOC111336932",4,1,0,0,0,0,1,1,2,0
"LOC111336965",0,0,0,0,0,0,0,0,0,0
"LOC111336964",2,0,1,0,0,0,0,0,0,0
"LOC111336966",0,0,0,0,0,0,0,5,3,2
"LOC111336994",187,131,73,53,72,67,93,136,129,125
"LOC111336983",14,23,13,9,9,9,6,16,10,8
"LOC111336984",38,35,24,10,13,37,22,39,12,37
"LOC111336985",10,9,8,3,4,8,6,8,8,7
"LOC111336971",0,0,0,0,0,0,0,0,1,0
"LOC111336972",6,4,0,2,2,3,6,11,5,10
"LOC111336979",320,274,95,79,133,182,166,172,228,262
"LOC111336995",191,162,97,29,59,118,92,204,90,137
"LOC111336981",12,12,9,1,2,6,11,17,13,11
"LOC111336990",0,0,0,0,0,0,0,0,0,1
"LOC111336989",11,16,8,7,9,5,3,9,10,10
"LOC111336980",0,0,0,0,0,0,0,0,0,0
"LOC111336991",0,1,0,0,0,0,0,0,0,0
"LOC111336992",1,1,0,3,0,1,0,0,1,0
"LOC111336986",27,30,11,4,12,13,12,26,21,16
"LOC111336973",41,22,14,9,9,18,16,37,37,38
"LOC111336975",110,93,41,20,55,41,42,81,55,71
"LOC111336978",2,3,1,0,0,0,1,1,2,4
"LOC111336974",72,83,23,12,42,73,60,121,97,99
"LOC111336982",39,27,24,13,15,26,12,34,27,31
"LOC111336988",183,162,52,28,32,128,79,107,58,137
"LOC111337001",0,0,0,0,0,0,0,0,0,0
"LOC111337002",0,0,0,0,0,0,0,0,0,0
"LOC111337023",3,0,0,0,1,2,0,0,0,1
"LOC111337029",8,6,2,0,3,4,0,5,3,2
"LOC111337024",13,18,4,1,5,5,5,7,11,13
"LOC111337027",11,9,3,1,5,1,3,4,3,3
"LOC111337028",5,15,5,5,1,5,5,4,4,4
"LOC111337026",12,16,17,12,23,10,5,20,14,10
"LOC111337022",1,5,0,1,0,1,1,1,1,2
"LOC111336996",17,8,1,5,0,3,2,7,4,0
"LOC111336998",6,0,1,0,1,1,1,1,2,2
"LOC111336999",39,71,29,27,28,22,15,18,24,14
"LOC111337000",5,6,1,2,0,2,3,4,5,3
"LOC111337012",2,1,0,0,0,1,0,2,0,1
"LOC111337013",7,5,0,2,3,2,1,6,0,6
"LOC111337011",6,4,1,0,0,1,0,1,1,6
"LOC111337014",92,88,35,28,38,37,59,53,49,69
"LOC111337015",7,11,7,6,3,6,5,8,6,4
"LOC111337006",0,0,2,0,0,0,0,0,0,1
"LOC111337007",0,0,0,0,0,0,0,0,0,0
"LOC111337008",0,1,1,0,0,0,0,1,0,0
"LOC111337009",1,0,0,0,0,0,0,1,0,0
"LOC111337003",0,0,0,1,0,0,0,0,0,0
"LOC111337004",0,0,0,0,1,0,0,0,0,0
"LOC111337005",0,0,0,0,0,0,0,0,0,0
"LOC111337020",70,65,33,16,33,53,45,53,58,64
"Trnae-cuc_4",0,0,0,0,0,1,0,0,1,1
"LOC111337019",6,6,1,0,1,3,2,3,7,1
"LOC111337021",57,50,20,14,21,28,15,41,22,28
"LOC111337025",0,0,0,0,0,0,0,0,0,0
"LOC111337016",1,6,1,0,0,2,2,3,4,5
"LOC111337017",0,0,0,1,0,0,0,0,0,2
"LOC111337049",0,0,0,0,0,0,0,0,0,0
"LOC111337035",1,0,1,1,0,1,1,0,2,0
"LOC111337056",34,34,9,6,9,17,12,19,7,27
"LOC111337050",3,1,2,3,0,0,1,0,1,1
"LOC111337036",0,0,0,0,0,0,0,0,0,0
"LOC111337051",0,1,0,1,0,2,0,0,1,0
"LOC111337052",3,1,0,0,3,1,0,1,1,2
"LOC111337037",2,0,0,0,2,1,0,3,0,1
"LOC111337054",23,52,9,5,10,23,24,30,15,20
"LOC111337055",61,105,55,21,36,27,35,30,39,40
"LOC111337038",32,28,8,10,8,16,15,19,10,14
"LOC111337039",0,0,0,0,0,0,0,0,0,0
"LOC111337040",0,0,0,0,0,0,0,0,0,1
"LOC111337045",2,0,1,1,1,0,2,0,1,1
"LOC111337041",2,1,0,0,1,0,1,0,1,1
"LOC111337048",0,3,1,0,0,3,2,1,4,2
"LOC111337047",1,0,1,0,0,0,3,2,1,1
"LOC111337046",7,12,11,11,11,13,4,10,4,6
"LOC111337032",0,0,0,0,0,1,0,0,0,0
"LOC111337031",0,0,0,0,0,0,0,0,0,0
"LOC111337042",8,6,0,0,1,0,2,4,7,3
"LOC111337034",3,1,0,0,0,0,0,0,0,0
"LOC111337043",0,4,0,0,4,2,4,10,0,7
"LOC111337076",87,89,55,36,66,66,101,119,86,85
"LOC111337077",17,17,2,3,6,3,12,12,13,14
"LOC111337078",10,15,10,8,6,12,9,25,7,20
"LOC111337069",22,35,16,10,7,21,10,18,13,11
"LOC111337058",16,34,14,11,21,20,13,10,11,20
"LOC111337067",89,60,35,21,52,46,71,84,52,59
"LOC111337068",13,33,12,8,5,4,9,20,14,20
"LOC111337079",7,7,2,1,2,2,1,5,5,6
"LOC111337065",19,29,20,11,32,35,42,56,26,26
"LOC111337066",5,3,2,0,2,5,7,1,2,7
"LOC111337071",23,25,7,9,16,28,25,24,20,34
"LOC111337080",3,7,0,0,0,1,1,1,3,0
"LOC111337059",4,4,3,3,1,1,1,3,4,1
"LOC111337060",24,28,2,5,7,7,14,17,13,18
"LOC111337074",12,9,3,2,2,1,2,10,2,3
"LOC111337073",2,3,0,0,1,0,0,0,1,0
"Trnat-ggu_26",0,0,0,0,0,0,0,0,0,0
"LOC111337070",32,22,15,5,6,7,8,10,6,15
"LOC111337061",1,0,0,0,0,0,0,0,0,0
"LOC111337075",0,2,1,0,0,0,0,0,1,0
"LOC111337063",0,0,0,0,0,0,0,0,1,3
"LOC111337064",1,0,0,0,0,0,0,0,0,0
"LOC111337084",0,0,1,0,0,0,1,1,0,0
"LOC111337085",10,9,5,3,7,4,4,6,6,8
"LOC111337099",7,10,0,1,1,1,2,1,6,6
"LOC111337100",829,638,277,163,193,477,278,450,287,361
"LOC111337086",38,23,22,4,14,25,28,13,66,46
"LOC111337107",115,108,50,12,26,97,44,56,121,89
"LOC111337106",1,0,2,1,1,3,1,4,1,2
"LOC111337108",0,3,1,0,0,1,0,2,3,5
"LOC111337103",0,0,1,0,1,0,0,0,0,0
"LOC111337104",0,0,1,3,1,0,0,1,0,0
"LOC111337096",37,28,9,2,6,18,20,26,9,27
"LOC111337097",9,6,1,3,2,4,3,1,1,8
"LOC111337098",0,0,0,0,0,0,0,2,1,1
"LOC111337088",1,0,0,0,0,0,0,1,0,1
"LOC111337083",1,0,1,0,0,0,0,2,1,0
"LOC111337089",10,9,4,4,5,6,4,11,6,9
"LOC111337090",0,0,0,0,0,1,0,0,0,0
"LOC111337105",1,0,1,0,1,0,0,1,0,0
"LOC111337091",0,0,0,0,0,0,1,0,0,0
"LOC111337082",1,1,1,1,3,0,3,4,2,3
"LOC111337113",0,2,1,1,0,1,0,1,0,1
"LOC111337114",8,17,8,6,0,6,10,15,9,8
"Trnai-aau_6",0,0,0,0,0,0,0,0,0,0
"LOC111337102",3,3,0,2,0,0,1,2,3,5
"LOC111337093",0,0,0,0,0,0,0,0,0,0
"LOC111337110",3,0,3,6,2,0,1,1,0,0
"LOC111337094",0,0,0,0,0,0,0,0,0,0
"LOC111337095",0,0,0,0,0,0,0,0,0,0
"LOC111337133",0,0,0,0,0,0,0,0,0,1
"LOC111337147",0,0,0,0,0,0,0,0,0,0
"LOC111337116",0,0,0,0,0,0,0,0,0,0
"LOC111337135",0,0,0,0,0,0,1,0,0,0
"LOC111337134",1,3,1,2,0,0,0,1,1,2
"LOC111337145",2,0,0,0,0,1,0,2,1,1
"LOC111337146",207,232,56,25,52,44,95,89,102,120
"LOC111337117",0,4,1,0,1,3,2,2,0,2
"LOC111337143",10,10,6,9,10,3,7,13,12,8
"LOC111337142",112,122,32,17,46,56,64,87,94,92
"LOC111337118",0,0,0,0,0,0,0,0,0,0
"LOC111337139",0,0,0,0,0,0,1,2,3,0
"LOC111337138",0,0,0,0,0,0,0,0,0,0
"LOC111337137",0,0,0,0,1,0,0,0,0,0
"LOC111337119",108,163,39,17,45,60,94,83,112,129
"LOC111337124",966,785,776,577,612,274,225,390,332,229
"LOC111337123",8,10,3,3,8,1,5,4,3,2
"LOC111337122",7,11,3,3,4,1,0,7,1,6
"LOC111337148",70,68,32,14,25,35,38,38,36,39
"LOC111337126",2,6,1,0,1,0,4,1,0,1
"LOC111337125",7,5,1,0,4,4,3,4,7,6
"LOC111337141",142,131,41,26,48,49,61,94,71,119
"LOC111337144",0,0,0,0,0,0,0,0,0,0
"LOC111337129",16,28,14,3,15,5,7,21,12,20
"LOC111337127",14,14,2,3,6,8,5,14,5,10
"LOC111337130",933,958,411,211,326,623,518,687,418,580
"LOC111337120",22,19,14,12,19,36,27,41,29,19
"LOC111337132",2,9,1,0,1,1,0,0,2,1
"LOC111337131",6,1,0,3,2,0,0,0,0,1
"LOC111337136",28,21,12,6,16,10,14,14,20,10
"LOC111337140",34,27,10,10,9,11,15,36,15,20
"LOC111337121",0,0,1,0,0,0,0,0,0,0
"LOC111337186",4,2,1,1,0,0,1,2,3,0
"LOC111337149",3,4,1,0,0,4,3,2,2,4
"LOC111337150",149,198,66,42,64,40,98,78,83,110
"LOC111337163",71,43,12,10,18,32,15,49,30,40
"LOC111337180",17,18,13,14,15,8,9,15,8,19
"LOC111337179",3,8,2,0,2,1,6,6,4,9
"LOC111337173",2,0,0,1,1,1,0,1,2,0
"LOC111337172",5,7,0,1,2,0,1,3,2,0
"LOC111337174",2,1,1,0,0,4,0,1,0,0
"LOC111337181",23,20,2,8,5,4,2,12,7,4
"LOC111337164",16,14,17,7,8,14,16,13,28,45
"LOC111337165",13,17,3,4,7,8,3,6,9,11
"LOC111337170",5,4,0,1,1,2,1,3,4,2
"LOC111337169",0,0,0,0,0,0,0,0,0,0
"LOC111337167",0,0,0,0,0,0,0,0,0,0
"LOC111337166",126,151,47,43,56,75,74,127,91,119
"LOC111337152",94,117,26,13,27,14,43,49,61,47
"LOC111337153",37,47,22,5,16,21,11,18,4,12
"LOC111337154",9,5,4,1,7,1,1,5,3,3
"LOC111337156",50,51,19,9,12,44,24,40,24,29
"LOC111337171",278,292,95,51,95,166,136,179,169,169
"LOC111337177",138,165,60,44,56,88,61,105,73,79
"LOC111337182",4,2,0,0,0,1,1,2,1,1
"LOC111337176",57,77,29,6,16,34,27,65,39,58
"LOC111337183",0,0,0,0,1,0,0,0,0,0
"LOC111337161",32,35,15,13,10,15,6,16,18,16
"LOC111337162",1,6,3,0,3,1,3,5,4,3
"LOC111337178",2,0,0,2,1,0,0,0,0,0
"LOC111337185",32,24,14,21,31,46,13,30,21,22
"LOC111337187",10,10,8,3,7,5,3,2,1,6
"LOC111337158",3,2,0,2,1,1,2,6,1,2
"LOC111337159",5,3,2,2,4,1,3,4,4,2
"LOC111337157",125,129,48,36,60,40,64,88,64,76
"LOC111337160",15,26,11,8,5,19,12,18,11,19
"LOC111337192",22,17,2,0,4,7,0,8,12,2
"LOC111337196",4,3,1,0,2,2,2,2,4,0
"LOC111337193",1,0,0,0,0,3,1,2,3,2
"LOC111337195",7,16,0,2,3,7,2,3,4,2
"LOC111337197",8,1,0,0,1,1,3,1,0,2
"LOC111337198",0,0,0,0,0,1,1,0,1,0
"LOC111337191",1352,1324,306,193,481,442,824,761,830,741
"LOC111337215",52,49,11,12,12,19,16,28,32,43
"LOC111337210",22,14,2,1,4,6,1,5,4,0
"LOC111337199",2,5,0,1,1,1,1,2,1,0
"LOC111337211",4,8,0,0,2,3,0,6,2,1
"LOC111337213",0,0,0,0,0,1,0,3,1,0
"LOC111337212",56,52,48,22,22,38,15,54,17,10
"LOC111337214",3,1,1,0,2,0,0,0,0,0
"LOC111337188",0,0,0,0,0,0,0,0,0,1
"LOC111337189",8,14,9,2,2,7,7,5,3,5
"LOC111337190",88,74,40,41,31,24,21,37,36,45
"LOC111337203",36,58,18,15,27,34,20,27,25,34
"LOC111337200",25,22,5,4,6,7,6,15,15,15
"LOC111337201",10,10,5,2,1,4,8,7,2,7
"LOC111337204",33,43,14,5,11,13,5,17,23,20
"LOC111337205",17,19,9,5,9,6,11,14,18,16
"LOC111337207",3,1,0,1,0,0,1,0,0,0
"LOC111337208",1,1,0,0,0,0,0,0,0,0
"LOC111337206",5,11,1,1,1,0,2,23,3,0
"LOC111337232",0,0,0,0,0,0,0,1,1,0
"LOC111337227",0,0,0,0,0,1,0,0,0,0
"LOC111337242",0,0,0,0,0,0,0,0,0,0
"LOC111337240",1,6,2,0,0,3,0,2,3,0
"LOC111337228",54,43,26,17,21,19,29,48,33,30
"LOC111337243",0,0,0,1,0,0,0,0,0,0
"LOC111337244",13,6,4,5,6,11,6,18,11,4
"LOC111337231",27,8,6,3,9,2,6,14,3,13
"LOC111337239",105,87,25,8,13,66,30,31,38,51
"LOC111337230",13,16,7,2,10,8,4,11,6,9
"LOC111337236",17,17,4,3,7,3,2,4,4,10
"LOC111337238",7,4,3,2,3,5,4,7,1,4
"LOC111337237",28,38,19,9,9,17,11,18,25,28
"LOC111337234",6,4,4,4,0,0,1,2,4,5
"LOC111337233",32,31,12,5,12,13,14,22,22,15
"LOC111337225",0,0,0,0,0,0,0,0,0,0
"LOC111337223",0,0,0,0,0,0,0,0,0,0
"LOC111337220",2,4,0,1,1,0,2,4,4,1
"LOC111337219",38,18,7,1,5,10,8,22,16,20
"LOC111337229",0,0,0,0,0,0,0,0,0,0
"LOC111337217",63,54,19,11,20,10,21,27,31,33
"LOC111337222",2,0,1,0,0,0,1,0,0,0
"LOC111337218",7,11,3,1,5,5,5,9,12,8
"LOC111337265",0,0,0,0,0,0,0,0,0,0
"LOC111337254",0,1,0,1,0,1,0,0,0,0
"LOC111337274",2,0,1,0,0,0,0,1,1,0
"LOC111337273",0,0,0,0,0,0,0,0,1,0
"LOC111337259",28,25,17,24,15,7,4,12,13,3
"LOC111337246",4,0,0,0,2,0,0,1,2,3
"LOC111337247",0,0,0,0,0,0,0,0,0,0
"LOC111337249",0,0,0,0,0,0,1,0,0,0
"LOC111337264",6,6,3,2,1,0,1,3,3,2
"LOC111337260",1,0,1,1,3,0,0,1,0,0
"LOC111337269",0,1,0,0,0,0,0,0,0,0
"LOC111337270",15,8,3,3,4,8,2,6,4,5
"LOC111337271",1,0,0,0,0,0,1,0,0,0
"LOC111337272",0,1,1,0,3,0,1,0,0,0
"LOC111337268",1,3,0,0,0,1,0,0,1,0
"LOC111337267",0,0,0,0,0,0,0,0,0,0
"LOC111337263",2,2,1,0,0,0,0,2,0,0
"LOC111337266",0,0,0,0,0,0,0,0,0,1
"LOC111337255",0,0,0,0,0,0,0,0,1,0
"LOC111337250",3,0,0,0,0,0,0,1,0,0
"LOC111337245",1,1,0,0,0,0,0,0,1,1
"LOC111337248",0,0,0,0,0,0,0,0,0,0
"LOC111337257",0,0,0,0,0,0,0,0,0,0
"LOC111337253",15,7,4,5,2,5,0,9,2,1
"LOC111337256",6,8,1,2,0,1,1,4,3,2
"LOC111337258",2,1,0,1,1,1,1,1,1,1
"LOC111337262",1,0,1,1,1,0,2,0,0,2
"LOC111337275",0,0,0,0,0,0,0,0,0,0
"LOC111337279",0,0,0,0,0,0,0,0,0,0
"LOC111337280",0,0,0,0,0,0,0,0,0,0
"LOC111337283",0,0,0,1,1,0,0,0,0,0
"LOC111337289",0,0,0,1,0,0,0,0,0,0
"LOC111337290",0,0,0,0,0,0,0,0,0,0
"LOC111337288",1,1,0,0,0,0,0,0,1,4
"LOC111337285",2,2,1,0,1,0,0,0,0,0
"LOC111337286",1,0,0,0,0,0,0,0,0,0
"LOC111337292",0,0,0,0,0,0,0,0,0,0
"LOC111337281",1,0,0,0,1,0,0,0,2,0
"LOC111337276",0,0,0,0,0,0,0,0,0,0
"LOC111337294",0,0,0,0,0,0,0,0,0,0
"LOC111337293",0,1,0,0,0,0,0,0,0,0
"LOC111337327",0,0,0,0,0,0,0,0,0,0
"LOC111337296",0,0,0,0,0,0,0,0,0,0
"LOC111337313",1,0,0,0,0,0,0,0,0,0
"LOC111337325",17,18,2,3,5,6,5,7,6,2
"LOC111337309",4,8,1,0,2,0,7,7,2,7
"LOC111337319",176,138,40,37,43,57,50,96,46,57
"LOC111337304",6,8,2,4,1,3,2,7,1,6
"LOC111337302",5,3,2,5,4,1,3,3,2,7
"LOC111337316",49,42,35,13,10,34,38,41,29,37
"LOC111337308",1,4,0,3,2,3,4,1,3,3
"LOC111337300",55,64,18,18,21,32,30,30,27,39
"LOC111337301",55,69,34,19,22,29,43,58,69,75
"LOC111337320",113,101,11,3,15,25,10,31,23,2
"LOC111337297",99,98,3,2,6,19,9,28,15,0
"LOC111337326",0,0,0,0,0,1,0,0,0,0
"LOC111337315",20,19,1,1,4,7,5,5,0,1
"LOC111337314",10,11,2,0,6,4,2,7,4,4
"LOC111337311",14,12,1,3,8,3,3,6,8,11
"LOC111337321",4,8,2,1,3,2,4,9,6,2
"LOC111337322",49,44,17,11,21,36,16,43,20,30
"LOC111337305",2,3,1,1,1,1,6,1,3,0
"LOC111337298",0,4,1,2,1,0,0,1,0,1
"LOC111337307",13,13,7,2,2,1,4,6,4,6
"LOC111337306",0,2,0,1,1,0,1,0,4,1
"LOC111337318",0,2,0,1,0,0,3,0,2,0
"LOC111337310",13,8,2,1,6,1,4,9,8,9
"LOC111337317",28,28,8,11,11,16,21,8,10,14
"LOC111337299",17,13,1,0,3,3,8,10,5,6
"LOC111337324",13,3,0,1,1,1,2,3,4,6
"LOC111337323",0,1,0,0,0,0,0,0,0,1
"LOC111337353",0,0,0,0,0,0,0,0,0,0
"LOC111337330",0,1,1,0,0,0,0,0,1,0
"LOC111337347",8,4,4,3,2,2,1,4,4,1
"LOC111337348",0,0,0,0,0,0,0,0,1,0
"LOC111337341",36,42,17,3,14,18,13,27,13,17
"LOC111337339",6,3,1,0,3,2,0,7,1,0
"Trnan-guu_10",0,0,0,0,0,0,0,0,0,0
"LOC111337338",1,0,1,1,2,0,1,0,0,1
"LOC111337351",1,0,1,0,0,1,0,0,0,0
"LOC111337346",1,2,2,1,0,6,2,2,2,1
"LOC111337337",7,7,2,5,4,4,3,5,4,9
"LOC111337334",25,29,17,18,18,17,18,17,36,27
"LOC111337336",4,4,1,3,3,3,1,0,1,2
"LOC111337349",6,7,4,2,7,2,3,2,0,3
"LOC111337331",0,0,0,0,0,0,0,0,0,0
"LOC111337354",8,2,1,2,2,2,3,1,1,5
"LOC111337332",0,0,0,0,0,0,0,0,0,0
"LOC111337350",0,3,0,0,1,4,2,2,1,1
"LOC111337343",47,53,22,32,26,16,12,21,28,22
"LOC111337344",19,7,1,1,0,1,0,3,6,3
"LOC111337355",14,28,9,2,10,7,10,17,12,12
"LOC111337356",0,0,0,0,0,0,0,0,0,0
"LOC111337357",0,0,1,0,0,0,1,0,0,0
"LOC111337328",0,0,0,0,0,0,0,0,0,1
"Trnaa-ggc_3",0,0,0,0,0,0,0,0,0,0
"LOC111337361",19,11,6,5,9,5,8,6,9,7
"LOC111337364",53,31,20,15,13,18,15,22,17,27
"LOC111337363",23,13,6,9,8,10,8,18,8,10
"LOC111337389",12,8,3,4,4,8,6,16,6,8
"LOC111337379",7,3,5,5,2,1,2,6,7,3
"Trnak-uuu_9",0,0,0,0,0,0,0,0,0,0
"LOC111337390",24,37,12,13,7,13,12,28,13,18
"LOC111337391",3,2,1,0,2,7,0,3,2,1
"LOC111337377",4,2,1,3,3,2,2,7,4,2
"LOC111337375",35,26,10,5,9,13,7,12,7,25
"LOC111337376",61,64,24,16,22,41,12,53,44,34
"LOC111337365",0,0,0,0,0,0,0,0,0,0
"LOC111337366",0,0,0,0,0,0,1,1,0,0
"Trnav-uac_2",0,0,0,0,0,0,0,0,0,0
"LOC111337381",6,4,1,2,2,0,0,1,0,2
"LOC111337380",7,1,2,0,1,1,0,1,0,3
"LOC111337360",9,11,1,0,1,3,2,5,11,10
"LOC111337382",31,17,7,13,17,14,12,23,8,12
"LOC111337386",0,0,1,0,0,0,0,0,0,0
"LOC111337388",0,1,0,1,0,1,0,0,0,0
"LOC111337367",0,0,0,0,0,0,0,0,0,0
"LOC111337387",0,0,0,0,0,0,0,0,0,0
"LOC111337368",0,0,0,0,0,0,0,0,0,0
"LOC111337383",53,47,14,14,26,16,29,50,35,46
"LOC111337385",5,10,1,0,2,3,1,6,5,7
"LOC111337369",0,0,0,0,1,0,0,0,0,0
"LOC111337370",0,0,0,0,0,0,0,0,0,0
"LOC111337371",0,0,0,0,0,0,0,0,1,0
"LOC111337372",0,0,0,0,0,0,0,0,0,0
"LOC111337374",0,0,0,0,0,0,0,0,0,0
"LOC111337421",2,2,1,1,5,1,1,1,3,1
"LOC111337405",0,0,0,0,0,0,0,0,0,1
"LOC111337403",0,0,0,0,0,0,0,1,0,0
"LOC111337406",1,0,0,0,0,0,0,0,0,0
"Trnap-cgg_1",4,3,2,2,4,5,5,5,1,3
"Trnap-ugg",0,0,0,0,0,0,0,0,0,0
"Trnap-agg_5",0,0,0,1,0,0,1,0,0,0
"LOC111337428",0,0,0,0,2,0,0,0,0,0
"LOC111337415",35,31,20,6,20,19,13,23,24,27
"LOC111337416",1,3,0,0,0,0,0,0,0,5
"LOC111337411",239,281,155,60,108,164,132,202,146,167
"LOC111337412",10,11,10,4,5,1,22,25,11,12
"LOC111337413",2,0,1,0,0,0,0,2,0,0
"LOC111337410",10,16,4,0,2,17,4,8,9,5
"LOC111337409",155,212,59,49,78,93,98,111,110,142
"LOC111337422",40,28,13,9,12,18,10,34,34,25
"LOC111337395",2,3,3,3,0,2,1,3,3,4
"LOC111337420",547,542,154,50,137,135,284,274,241,353
"LOC111337399",50,50,23,12,23,35,20,49,44,39
"LOC111337396",0,0,0,0,0,0,0,0,0,0
"LOC111337417",71,43,8,7,14,28,19,44,16,21
"LOC111337429",33,36,12,5,12,31,22,24,16,26
"LOC111337419",94,92,37,33,35,69,52,76,41,58
"LOC111337430",0,2,0,0,0,2,0,0,1,0
"LOC111337418",0,1,0,1,0,0,0,0,0,0
"LOC111337408",2,3,1,0,5,1,5,4,3,0
"LOC111337407",4,7,5,4,5,7,6,20,7,8
"LOC111337401",0,0,0,0,1,0,0,0,0,0
"LOC111337402",55,76,32,30,24,32,5,43,20,11
"LOC111337425",1,1,0,0,2,2,0,0,0,2
"LOC111337397",3,5,3,1,3,6,4,5,6,0
"LOC111337426",0,0,0,0,0,0,0,0,0,0
"LOC111337398",0,0,0,0,0,0,0,0,0,0
"LOC111337423",0,1,0,0,0,0,0,0,0,1
"LOC111337437",7,3,0,0,0,1,0,0,0,3
"LOC111337441",0,0,0,0,0,0,0,0,0,0
"LOC111337439",9,5,2,0,1,1,0,2,2,5
"LOC111337440",40,22,5,2,11,17,12,16,13,19
"LOC111337438",0,0,0,0,0,0,0,0,0,0
"LOC111337435",0,0,0,0,0,0,0,0,0,0
"LOC111337436",0,0,0,0,0,0,0,0,0,0
"LOC111337466",0,0,0,0,0,0,0,0,0,0
"LOC111337442",0,2,0,0,1,1,0,0,2,2
"LOC111337448",4,2,0,1,0,0,1,1,2,0
"LOC111337446",7,14,4,2,3,9,10,9,5,7
"LOC111337445",20,13,2,2,6,5,7,4,8,9
"LOC111337450",0,1,0,1,0,0,0,1,0,0
"LOC111337447",3,0,1,2,0,0,0,2,0,2
"LOC111337444",1,2,0,0,0,0,0,0,1,0
"LOC111337452",0,0,0,0,0,0,0,0,0,0
"LOC111337451",0,2,0,0,1,0,2,1,1,3
"LOC111337468",4,6,2,0,1,0,0,1,1,0
"LOC111337475",2,2,1,1,1,0,1,0,0,0
"LOC111337473",3,3,0,0,1,0,3,0,3,6
"LOC111337472",0,1,1,0,0,0,1,0,0,1
"LOC111337474",5,1,0,0,2,1,1,0,3,5
"LOC111337455",0,0,0,0,0,0,1,1,0,0
"LOC111337464",1,0,0,0,0,0,0,0,1,0
"LOC111337467",1,0,0,0,0,0,0,1,0,0
"LOC111337459",1,2,0,0,0,0,0,2,0,0
"LOC111337471",0,0,0,0,0,0,0,0,0,0
"LOC111337476",6,14,3,3,0,2,6,8,9,10
"LOC111337463",0,1,0,0,0,0,1,0,0,0
"LOC111337465",2,1,1,2,1,0,0,0,0,1
"LOC111337453",21,12,5,9,9,1,0,2,5,0
"LOC111337462",15,12,8,13,8,4,0,8,2,4
"LOC111337457",0,0,0,0,0,0,0,0,0,0
"LOC111337456",2,3,1,0,4,0,0,1,1,0
"LOC111337458",0,3,1,1,5,1,0,0,0,0
"LOC111337461",91,73,57,56,55,14,5,26,33,5
"LOC111337454",0,4,0,1,0,0,1,1,0,0
"LOC111337479",0,0,0,0,0,0,0,1,1,0
"LOC111337489",1088,986,1127,1026,676,184,114,323,408,67
"LOC111337477",34,44,7,7,8,11,9,13,22,25
"LOC111337478",10,2,4,1,3,1,4,2,3,7
"LOC111337491",4,7,5,2,3,1,1,10,1,0
"LOC111337485",15,28,10,7,9,24,21,23,20,19
"LOC111337493",0,2,0,0,0,0,1,2,0,0
"LOC111337481",23,15,13,17,11,1,7,17,4,1
"LOC111337480",23,38,19,30,27,3,5,14,6,2
"LOC111337487",11,39,10,4,9,9,10,17,8,17
"LOC111337494",0,0,0,0,0,0,0,0,0,0
"LOC111337488",1,1,4,3,0,7,1,4,8,2
"LOC111337495",0,0,0,0,0,0,0,0,0,0
"LOC111337483",2,0,0,1,1,0,2,2,3,3
"LOC111337482",0,0,0,0,0,0,0,0,1,1
"LOC111337486",0,1,0,0,1,0,0,1,1,0
"LOC111337523",0,0,0,0,0,0,0,0,0,0
"LOC111337525",2,2,1,1,1,0,0,1,0,0
"LOC111337518",0,0,0,0,0,0,0,0,0,0
"LOC111337530",0,0,0,0,0,0,0,0,0,0
"LOC111337528",1,0,0,0,0,0,0,0,0,0
"LOC111337529",0,0,0,0,0,0,0,0,0,0
"LOC111337512",7,4,0,2,2,3,2,5,7,6
"LOC111337511",13,15,4,4,7,4,7,7,3,4
"Trnat-ggu_27",0,0,0,0,0,0,0,0,0,0
"LOC111337516",7,4,1,4,2,0,1,1,2,7
