"","pl_101","pl_102","pl_104","pl_106","pl_107","pl_111","pl_112","pl_113","pl_118","pl_119"
"Trnat-ugu_12",0,0,0,0,0,0,0,0,0,0
"LOC111325361",3,5,2,2,3,1,1,3,3,1
"LOC111325360",6,13,2,2,2,7,0,7,6,6
"LOC111325377",5,3,2,1,3,5,2,2,9,3
"LOC111325312",38,52,16,19,14,27,21,22,14,29
"LOC111325314",0,0,0,0,0,0,0,0,0,0
"LOC111325355",24,16,9,11,5,17,13,20,11,18
"LOC111325332",1,0,0,0,0,0,1,0,0,0
"LOC111325356",0,1,0,0,1,2,1,1,0,1
"LOC111325333",0,0,0,0,0,0,0,0,1,0
"LOC111325350",10,9,0,1,0,9,4,1,3,6
"LOC111325353",0,0,0,0,0,1,0,5,0,1
"LOC111325358",0,0,1,0,0,0,0,0,0,0
"LOC111325335",1,1,0,0,1,1,3,1,0,1
"LOC111325320",13,8,9,3,8,11,5,17,2,7
"LOC111325322",0,0,0,0,0,0,0,1,0,0
"LOC111325321",6,9,6,5,12,13,8,11,6,14
"LOC111325383",16,18,8,6,18,6,2,6,8,8
"LOC111325368",20,23,4,7,6,11,9,19,15,20
"LOC111325319",2,0,0,0,0,0,0,3,0,0
"LOC111325336",6,10,1,2,3,3,1,2,1,5
"LOC111325348",9,15,1,6,5,2,3,7,3,10
"LOC111325349",7,8,2,2,5,5,5,4,5,1
"LOC111325386",1,0,0,0,0,0,0,0,0,0
"LOC111325370",1,4,4,2,2,0,0,6,3,0
"LOC111325357",1,2,0,0,0,1,2,3,0,0
"LOC111325367",90,69,47,34,43,60,49,59,47,65
"LOC111325366",0,0,0,0,0,0,0,0,0,0
"LOC111325365",0,0,0,0,0,0,0,0,0,0
"LOC111325369",1,0,1,0,2,1,0,2,2,0
"LOC111325330",4,0,0,0,0,1,0,1,0,0
"LOC111325337",0,0,0,0,0,0,1,0,0,0
"LOC111325338",0,1,0,0,0,0,0,0,0,0
"LOC111325359",1,1,1,0,0,1,3,0,0,0
"LOC111325315",0,0,0,0,0,0,0,0,0,0
"LOC111325380",0,0,0,0,0,0,0,0,0,0
"LOC111325324",0,0,1,0,1,0,0,1,0,0
"LOC111325385",14,25,14,15,10,22,10,16,13,12
"LOC111325384",20,10,11,9,14,13,5,12,14,9
"LOC111325378",204,258,96,71,108,121,141,157,136,197
"Trnat-agu_14",0,0,0,0,0,0,0,1,0,0
"LOC111325329",0,0,0,0,0,0,0,0,0,0
"LOC111325328",98,64,35,25,51,36,44,60,70,50
"Trnar-ccg_7",0,0,0,0,0,0,0,0,0,0
"LOC111325327",0,0,0,0,0,0,0,0,0,0
"LOC111325340",0,0,0,0,0,0,0,0,0,0
"LOC111325326",0,0,0,0,0,0,0,0,0,0
"LOC111325374",1,0,0,0,0,0,0,0,0,0
"LOC111325341",0,0,0,0,0,0,0,0,0,0
"LOC111325375",0,0,0,0,0,0,0,2,0,0
"LOC111325376",4,9,1,0,6,4,4,2,2,1
"LOC111325373",0,0,0,0,0,0,0,0,0,0
"LOC111325371",0,0,0,0,0,0,0,0,0,0
"LOC111325342",0,0,0,0,0,0,0,0,0,0
"LOC111325344",0,0,0,0,0,0,0,0,0,0
"LOC111325325",1,1,0,0,0,0,1,0,0,0
"LOC111325345",0,0,0,0,0,0,0,0,0,0
"LOC111325346",2,0,1,0,0,0,0,1,1,0
"LOC111325316",1,1,0,0,0,2,1,1,0,0
"LOC111325317",7,8,2,1,1,2,3,7,2,6
"LOC111325364",26,25,9,4,9,10,4,16,9,6
"LOC111325363",12,12,1,4,2,9,0,4,9,4
"LOC111325351",7,10,4,5,5,5,4,8,6,8
"LOC111325379",7,2,2,1,4,3,2,0,1,1
"LOC111325347",2,1,0,0,3,2,2,2,5,1
"LOC111325382",2,1,0,0,0,0,0,0,0,1
"LOC111325318",0,0,0,0,0,0,0,0,0,0
"LOC111325483",529,455,167,94,148,322,169,452,121,166
"LOC111325446",25,22,9,3,5,16,9,10,5,11
"LOC111325447",2,3,2,0,1,0,0,0,1,1
"LOC111325413",0,0,0,0,0,0,0,0,0,0
"LOC111325436",29,52,22,5,15,29,11,19,23,32
"LOC111325435",10,19,3,1,3,9,8,9,15,7
"LOC111325412",14,14,4,6,10,8,5,9,11,12
"LOC111325467",29,34,10,8,4,12,7,18,11,14
"LOC111325410",1,0,0,0,0,0,1,1,0,2
"LOC111325411",12,12,6,1,4,7,3,1,6,7
"LOC111325414",28,34,11,5,13,17,19,22,19,32
"LOC111325390",34,10,5,4,14,4,7,9,10,23
"LOC111325391",12,16,7,7,13,5,6,7,13,10
"LOC111325431",1,0,1,0,1,0,0,0,1,0
"LOC111325430",0,0,0,0,0,2,0,0,0,0
"LOC111325429",9,19,5,2,2,7,7,7,3,15
"LOC111325428",183,197,67,55,92,97,137,134,151,170
"LOC111325434",36,34,13,7,18,22,20,29,18,20
"LOC111325432",12,11,7,2,7,10,6,5,5,5
"LOC111325461",0,0,0,0,0,0,0,0,0,0
"LOC111325465",0,1,0,1,0,0,0,0,0,0
"LOC111325466",0,0,0,0,0,0,0,0,0,0
"LOC111325452",0,1,0,0,1,0,0,0,0,0
"LOC111325473",3,6,1,1,3,3,1,1,2,2
"LOC111325439",4,4,0,1,2,0,0,2,1,1
"LOC111325440",37,41,12,6,6,14,19,32,17,16
"LOC111325453",20,19,8,5,3,7,6,14,7,22
"LOC111325454",36,40,7,10,13,11,17,21,13,30
"LOC111325444",24,22,3,10,11,5,3,10,11,9
"LOC111325470",56,57,36,31,35,33,35,43,43,37
"LOC111325417",12,13,2,3,2,3,3,6,2,6
"LOC111325471",5,5,0,1,5,11,6,8,3,3
"LOC111325427",108,98,48,32,34,56,66,83,66,98
"LOC111325425",22,21,16,11,21,17,8,21,12,19
"LOC111325418",2,5,3,1,6,2,3,2,2,5
"LOC111325419",0,0,0,0,0,0,0,0,0,0
"LOC111325481",1,0,0,1,0,0,0,0,0,0
"LOC111325478",0,0,0,0,0,0,1,0,0,0
"LOC111325479",0,0,0,0,0,1,0,0,0,0
"LOC111325420",166,151,54,12,47,49,43,73,23,65
"LOC111325477",89,83,44,40,96,139,98,108,69,101
"LOC111325480",86,93,31,18,55,65,39,57,40,36
"LOC111325482",4,2,1,0,0,1,1,3,1,2
"LOC111325476",251,125,84,43,102,160,126,247,143,204
"LOC111325443",6,6,1,1,7,2,0,3,4,6
"LOC111325442",3,6,0,4,1,3,1,1,0,3
"LOC111325472",0,0,0,0,0,0,0,0,0,0
"LOC111325484",9,15,3,3,6,5,3,6,7,3
"LOC111325421",2,0,0,0,0,0,0,0,0,0
"LOC111325462",1,1,0,0,1,0,1,1,0,0
"LOC111325455",0,0,0,0,0,0,0,0,0,0
"LOC111325422",0,3,0,0,0,0,1,0,0,0
"LOC111325456",3,1,0,0,1,0,0,0,2,0
"LOC111325469",0,1,0,0,0,0,0,2,1,0
"LOC111325450",9,24,5,9,4,9,6,20,11,12
"LOC111325451",68,55,16,6,9,23,17,41,21,32
"LOC111325474",3,4,1,0,1,2,2,4,1,6
"LOC111325397",0,3,1,0,0,1,0,2,0,2
"LOC111325406",4,2,1,0,0,1,2,0,2,0
"LOC111325405",0,0,0,0,0,0,0,0,0,0
"LOC111325401",0,0,0,0,0,0,0,0,0,0
"LOC111325404",0,0,0,0,0,0,0,0,0,0
"LOC111325402",0,0,0,0,0,0,0,0,0,0
"LOC111325399",0,0,0,0,1,0,0,1,0,0
"LOC111325400",0,1,0,0,0,0,0,1,0,0
"LOC111325407",0,0,1,0,0,0,1,1,0,1
"LOC111325423",2,3,0,0,0,1,0,1,1,1
"LOC111325392",1,1,0,0,1,0,0,0,0,1
"LOC111325449",81,77,39,26,39,35,44,48,39,67
"LOC111325460",2,0,0,0,1,1,0,0,0,1
"LOC111325459",230,200,90,32,115,123,148,105,126,153
"LOC111325464",1541,1213,582,307,530,851,770,693,584,850
"LOC111325463",6,7,0,2,0,1,0,6,4,1
"LOC111325445",41,40,18,8,25,21,15,38,21,31
"LOC111325438",15,19,5,4,4,9,6,9,5,14
"LOC111325424",2,1,1,1,2,6,0,4,1,1
"LOC111325408",0,0,1,0,0,0,1,0,1,1
"LOC111325409",170,118,60,19,45,100,43,84,37,74
"LOC111325394",43,31,11,2,16,14,17,32,23,29
"LOC111325395",27,28,9,4,6,18,5,14,9,12
"LOC111325457",0,1,0,0,0,2,2,1,1,0
"LOC111325504",0,0,0,0,0,0,0,1,0,0
"LOC111325492",1,3,0,0,0,1,1,3,0,3
"LOC111325540",2,4,5,0,0,0,4,4,4,2
"LOC111325485",13,7,0,2,3,0,2,1,3,2
"LOC111325505",61,52,17,9,16,32,41,48,27,40
"LOC111325506",0,1,0,0,0,0,1,1,0,0
"LOC111325537",3,0,0,2,0,0,0,0,4,0
"LOC111325508",2,0,0,0,0,1,0,0,0,0
"LOC111325509",0,0,0,0,0,0,0,0,0,0
"Trnat-agu_15",0,0,0,0,0,0,0,0,0,0
"LOC111325491",5,9,5,0,0,3,0,4,0,0
"LOC111325490",0,0,0,0,0,0,1,0,1,0
"LOC111325552",6,4,0,0,1,2,2,2,2,4
"LOC111325544",3,0,0,0,1,0,0,1,0,1
"LOC111325548",0,1,0,0,1,0,0,0,0,0
"LOC111325551",0,0,0,0,0,0,0,0,0,0
"LOC111325503",8,20,14,7,16,11,14,9,9,15
"LOC111325533",0,0,1,0,0,0,0,0,0,2
"LOC111325542",2,4,0,1,0,2,1,1,1,1
"LOC111325538",15,15,7,8,6,7,5,5,6,4
"LOC111325549",28,30,12,12,18,14,11,12,23,22
"LOC111325497",11,12,2,5,12,7,12,14,10,17
"LOC111325489",0,1,1,0,0,0,0,0,0,0
"LOC111325487",1,1,1,0,0,1,1,1,7,3
"LOC111325510",0,0,1,1,1,0,0,0,0,0
"LOC111325511",75,48,31,26,34,45,49,68,43,46
"LOC111325495",12,9,3,5,9,3,7,9,11,7
"LOC111325496",1,0,0,0,0,0,0,0,1,4
"LOC111325512",0,0,0,0,0,0,0,0,0,0
"LOC111325541",2,3,1,0,1,0,2,4,0,2
"LOC111325513",0,0,0,0,0,0,0,0,0,0
"LOC111325531",0,1,0,0,0,1,2,0,0,1
"LOC111325522",3,5,4,2,4,1,5,0,2,2
"LOC111325521",41,36,12,12,22,15,11,19,14,18
"LOC111325547",50,49,19,12,19,39,17,40,11,18
"LOC111325514",0,0,0,0,0,0,0,0,1,0
"LOC111325515",72,53,34,39,24,40,44,44,33,43
"LOC111325536",2,0,1,0,0,0,0,1,0,4
"LOC111325530",0,0,0,0,0,0,0,0,0,0
"LOC111325516",8,6,3,2,0,1,0,2,6,2
"LOC111325532",28,31,19,9,8,10,9,15,22,26
"LOC111325517",0,2,0,0,0,0,0,0,0,0
"LOC111325527",1,3,0,0,0,1,0,0,0,2
"LOC111325550",0,1,0,0,0,0,0,0,1,1
"Trnas-aga_14",0,0,0,0,0,0,0,0,0,0
"LOC111325518",1,0,0,0,0,0,0,0,0,0
"LOC111325498",15,11,8,7,11,7,6,10,20,14
"LOC111325499",24,24,6,1,3,6,4,7,17,10
"LOC111325546",0,0,0,0,0,0,0,0,0,0
"LOC111325539",7,6,5,2,4,1,2,2,6,4
"LOC111325519",11,17,4,3,7,6,4,15,15,17
"LOC111325526",3,2,0,0,0,0,1,1,0,6
"LOC111325525",3,1,0,1,0,3,0,1,0,1
"LOC111325523",1,0,0,0,0,0,0,0,0,0
"LOC111325543",0,0,0,0,1,0,2,2,0,3
"LOC111325520",1,1,0,3,1,0,0,0,0,3
"LOC111325502",2,2,1,0,0,1,2,1,1,1
"LOC111325501",8,10,3,6,6,3,3,3,14,6
"Trnas-aga_15",0,0,0,0,0,0,0,0,0,0
"LOC111325486",34,31,6,9,18,21,24,14,26,28
"LOC111325528",2,5,1,0,1,2,3,2,1,1
"LOC111325529",20,19,7,7,12,11,15,17,8,11
"LOC111325622",1,1,0,0,1,1,0,0,2,0
"LOC111325625",2,1,0,0,0,0,0,0,0,0
"LOC111325558",10,2,1,0,0,1,2,3,3,3
"LOC111325568",6,5,2,6,7,0,7,1,3,7
"LOC111325608",8,12,2,0,2,7,5,7,5,7
"LOC111325610",70,49,11,6,12,20,19,37,19,26
"LOC111325619",19,8,2,3,0,3,1,6,1,1
"LOC111325569",14,7,3,0,4,3,7,8,4,8
"LOC111325607",20,26,10,7,13,8,12,21,16,15
"LOC111325603",93,80,37,43,54,56,61,94,62,57
"LOC111325570",5,2,0,1,1,1,1,2,4,4
"LOC111325628",0,4,0,0,0,0,2,0,0,0
"LOC111325571",9,9,7,0,2,3,7,5,7,3
"LOC111325629",7,12,4,2,9,3,3,12,10,7
"LOC111325634",73,58,35,13,27,25,24,43,38,54
"LOC111325630",11,19,0,0,5,8,3,10,9,4
"LOC111325633",81,89,31,24,39,39,27,39,60,60
"LOC111325631",0,0,0,0,2,0,1,0,0,1
"LOC111325632",20,20,1,4,3,17,6,9,7,11
"LOC111325626",12,5,1,1,5,7,4,2,1,8
"LOC111325573",14,14,1,2,9,12,16,10,5,19
"LOC111325562",2,0,0,0,0,0,0,0,0,0
"LOC111325606",11,9,7,5,6,7,11,16,12,17
"LOC111325618",34,19,4,3,5,11,13,17,5,8
"LOC111325617",95,121,48,28,42,66,44,84,47,47
"LOC111325567",6,5,3,4,3,2,0,5,4,4
"LOC111325588",5,7,2,1,2,1,2,1,0,5
"LOC111325587",16,18,8,5,14,15,15,8,16,14
"LOC111325557",33,21,6,9,14,19,5,15,14,26
"LOC111325611",0,0,0,0,2,1,1,1,0,1
"LOC111325574",50,45,33,33,39,26,30,42,36,40
"LOC111325613",19,23,7,9,8,5,7,16,12,12
"LOC111325627",31,37,18,8,10,19,22,24,12,17
"LOC111325602",38,52,15,18,21,22,25,19,14,34
"LOC111325614",27,30,8,10,6,12,9,11,9,14
"LOC111325621",23,18,10,6,6,3,7,15,14,17
"LOC111325615",0,0,0,0,0,0,0,1,0,1
"LOC111325565",0,0,0,2,0,1,0,0,0,1
"LOC111325566",13,2,1,2,3,3,2,2,1,2
"LOC111325589",124,114,35,19,33,33,43,62,62,85
"LOC111325575",70,61,15,12,18,11,10,25,29,23
"LOC111325604",14,12,7,3,9,15,11,9,11,12
"LOC111325563",9,7,5,4,2,0,3,3,6,1
"LOC111325564",65,47,28,13,30,51,30,44,34,42
"LOC111325576",1,1,0,0,0,3,0,2,0,1
"LOC111325609",3,5,1,1,0,1,1,1,1,5
"LOC111325620",18,9,7,8,14,9,14,17,10,8
"LOC111325599",0,0,0,0,0,0,0,0,0,0
"LOC111325577",0,0,0,0,0,0,0,0,0,0
"LOC111325596",0,0,0,0,0,0,0,0,0,0
"LOC111325598",0,0,0,0,0,0,2,0,0,0
"LOC111325578",2,2,0,0,0,0,1,0,0,0
"LOC111325594",9,3,1,1,2,1,4,7,3,2
"LOC111325579",9,10,6,2,0,0,6,6,1,8
"LOC111325595",34,31,10,13,13,25,22,17,18,21
"LOC111325600",0,0,0,0,0,1,0,1,0,1
"LOC111325601",3,1,0,0,0,1,0,4,0,1
"LOC111325559",8,10,4,6,4,2,8,10,5,8
"LOC111325561",1,0,0,0,0,0,0,0,1,0
"LOC111325580",10,5,4,2,2,2,0,6,2,3
"LOC111325560",51,51,14,22,23,13,8,25,11,11
"LOC111325581",6,8,0,2,4,1,1,1,7,2
"LOC111325605",7,7,3,1,1,7,5,3,11,6
"LOC111325616",51,37,12,10,28,17,27,39,34,47
"LOC111325582",3,2,2,0,1,1,3,1,0,0
"LOC111325584",0,0,1,0,0,0,0,0,0,0
"LOC111325590",1,1,0,0,0,0,0,0,0,1
"LOC111325592",0,0,0,1,2,3,1,1,1,3
"LOC111325585",2,0,0,0,0,0,0,0,0,0
"LOC111325591",3,3,1,0,0,0,0,0,1,0
"LOC111325593",0,0,0,0,0,0,0,0,0,0
"LOC111325586",43,20,10,4,8,3,5,17,2,12
"LOC111325672",2,0,2,2,0,0,1,2,0,1
"LOC111325668",11,13,4,0,5,4,8,6,9,11
"LOC111325669",3,2,4,1,2,2,3,1,2,4
"LOC111325648",0,0,0,0,0,0,0,0,0,0
"LOC111325676",3,9,2,0,3,4,1,3,2,7
"LOC111325649",9,11,4,7,10,5,7,7,7,6
"LOC111325673",3,2,0,1,1,5,0,6,1,1
"LOC111325650",0,0,0,1,0,0,1,1,0,0
"LOC111325644",38,18,5,6,13,14,11,19,18,25
"LOC111325667",0,0,1,0,0,0,0,0,0,0
"LOC111325665",8,7,1,1,3,4,3,1,3,2
"LOC111325664",2,1,0,1,0,1,1,1,1,1
"LOC111325677",2,8,2,0,1,1,4,4,2,5
"LOC111325661",10,8,1,2,2,0,3,5,1,2
"LOC111325662",0,0,0,0,1,0,0,0,0,0
"LOC111325678",1,1,0,1,0,3,1,0,0,0
"LOC111325647",11,11,5,7,6,10,10,9,10,14
"LOC111325675",28,26,12,9,11,23,12,30,8,19
"LOC111325671",4601,4137,4074,3947,2636,836,471,1875,1353,299
"LOC111325643",5,2,1,4,1,1,0,2,2,1
"LOC111325642",119,151,84,82,58,16,19,43,41,25
"LOC111325641",36,29,31,23,26,23,23,47,36,33
"LOC111325660",39,24,6,3,16,16,9,26,10,14
"LOC111325666",16,6,2,2,2,2,2,6,3,1
"LOC111325635",19,20,13,13,12,11,8,10,11,9
"LOC111325640",129,145,52,26,49,40,51,104,68,86
"LOC111325670",3,6,1,0,0,0,2,3,3,3
"LOC111325646",0,0,0,0,0,0,0,0,0,0
"LOC111325645",0,1,0,0,0,0,0,0,0,0
"LOC111325651",0,0,0,0,0,0,0,1,0,0
"LOC111325652",0,0,0,0,0,0,0,0,0,0
"LOC111325653",0,0,0,0,0,0,0,0,0,0
"LOC111325654",0,0,0,0,0,0,0,0,0,0
"LOC111325655",0,1,0,0,0,0,0,0,0,0
"LOC111325657",3,0,1,0,1,0,0,0,1,2
"LOC111325658",0,0,0,1,0,0,0,0,0,0
"LOC111325659",0,0,0,0,0,0,0,0,0,0
"LOC111325636",2,6,1,2,3,2,3,5,4,7
"LOC111325637",2,2,1,2,0,0,1,1,1,2
"LOC111325639",1,0,0,0,0,0,0,0,0,1
"LOC111325663",21,19,7,9,12,9,7,16,15,18
"LOC111325674",0,0,0,0,0,0,0,0,0,0
"LOC111325745",0,0,0,1,0,0,1,1,1,1
"LOC111325749",0,0,0,1,0,0,1,1,0,0
"LOC111325751",5,2,2,2,1,5,0,4,0,2
"LOC111325695",11,19,5,2,7,11,8,9,8,7
"LOC111325694",3,9,3,0,6,2,1,4,5,5
"LOC111325693",5,11,4,2,1,0,2,4,3,2
"LOC111325733",15,13,2,2,4,4,4,8,3,7
"LOC111325732",94,115,44,31,33,53,52,55,53,64
"LOC111325730",34,26,12,12,16,10,19,20,8,15
"LOC111325731",5,10,0,1,1,2,0,5,3,5
"LOC111325734",0,0,0,1,1,1,1,1,1,0
"LOC111325743",7,2,2,1,4,1,8,0,2,2
"LOC111325683",50,27,11,16,24,24,29,67,39,51
"LOC111325721",79,53,35,26,44,43,32,42,40,42
"LOC111325725",120,98,37,38,46,28,44,64,65,54
"LOC111325727",12,7,6,6,1,4,2,8,11,9
"LOC111325728",7,9,1,2,13,2,3,4,4,5
"LOC111325729",13,14,5,3,3,4,4,5,5,6
"LOC111325710",0,0,0,0,0,0,0,0,0,0
"LOC111325711",0,0,0,0,0,0,0,0,0,0
"LOC111325746",43,38,11,6,2,15,11,24,16,28
"LOC111325724",0,1,0,0,0,1,0,0,0,1
"LOC111325690",4,6,1,0,3,1,1,0,2,3
"LOC111325691",13,19,5,3,5,6,10,15,6,8
"LOC111325692",977,791,314,207,284,597,385,694,244,408
"LOC111325682",431,366,187,171,265,311,237,341,257,321
"LOC111325688",11,7,3,2,3,4,2,3,3,7
"LOC111325712",1,1,0,0,2,0,0,1,1,0
"LOC111325723",2,0,0,0,1,0,0,0,0,1
"LOC111325713",2,1,0,0,1,0,0,1,0,2
"LOC111325685",8,7,3,4,1,3,2,8,4,2
"LOC111325687",44,75,15,9,19,20,33,25,22,23
"LOC111325686",17,22,6,5,5,7,11,13,12,10
"LOC111325702",70,99,29,30,40,39,45,58,52,67
"LOC111325703",10,4,5,3,4,15,7,12,7,6
"LOC111325741",109,85,51,22,71,80,86,73,70,86
"LOC111325740",54,92,21,24,22,24,22,34,46,46
"LOC111325697",5,4,5,0,4,0,0,6,2,4
"LOC111325698",48,36,16,19,10,11,9,19,19,24
"LOC111325699",6,9,3,1,3,6,4,8,5,10
"LOC111325700",18,27,10,9,9,27,13,14,14,11
"LOC111325701",6,11,5,3,9,8,13,5,8,11
"LOC111325714",10,9,5,8,5,4,8,10,9,10
"LOC111325753",43,48,16,7,14,24,16,39,23,26
"LOC111325752",6,8,0,1,2,2,2,3,5,5
"LOC111325722",0,1,0,1,1,0,0,0,0,0
"LOC111325680",79,74,27,16,34,30,46,63,61,55
"LOC111325681",0,1,0,0,4,0,1,2,1,2
"LOC111325689",171,119,54,35,56,59,84,74,96,134
"LOC111325748",0,0,0,0,0,0,1,0,0,1
"LOC111325709",43,30,7,11,14,16,10,18,18,13
"LOC111325708",7,2,0,2,0,0,0,1,2,3
"LOC111325736",11,19,8,3,9,7,3,8,4,6
"LOC111325739",9,9,4,3,4,7,6,12,6,8
"LOC111325738",45,29,12,16,18,20,13,24,11,22
"LOC111325737",10,9,6,1,7,8,6,16,6,11
"LOC111325704",1,1,0,0,0,1,0,0,0,0
"LOC111325716",0,0,0,0,0,0,0,0,0,0
"LOC111325717",1,1,1,0,3,1,2,0,0,0
"LOC111325718",1,0,0,0,0,0,0,0,1,0
"LOC111325705",0,0,0,0,0,0,0,0,0,0
"LOC111325744",0,0,0,0,0,0,0,0,0,0
"LOC111325719",0,0,0,0,0,0,0,0,0,0
"LOC111325822",0,0,0,0,0,0,0,0,0,0
"LOC111325844",0,0,0,0,0,0,0,0,0,0
"LOC111325799",3,4,0,0,1,2,0,0,1,3
"LOC111325777",577,382,154,93,144,357,222,309,150,233
"LOC111325802",78,52,26,14,12,51,33,33,17,21
"LOC111325801",1,1,0,0,0,0,0,0,0,0
"LOC111325800",148,146,68,43,55,110,77,90,52,78
"LOC111325846",4,0,1,0,1,0,0,0,0,3
"LOC111325838",0,0,0,0,0,0,0,0,0,0
"LOC111325839",0,0,0,0,0,0,0,0,0,0
"LOC111325762",1,1,0,0,0,1,0,0,0,0
"LOC111325778",1,3,0,0,1,0,0,0,0,0
"LOC111325842",0,0,0,1,0,0,3,0,2,0
"LOC111325757",0,2,1,0,0,0,0,0,0,0
"LOC111325779",0,0,0,0,0,0,0,0,0,0
"LOC111325829",25,19,6,5,4,9,9,12,3,10
"LOC111325833",0,0,0,0,1,0,0,0,0,0
"LOC111325795",0,1,0,0,0,0,1,0,0,1
"LOC111325796",1,1,1,0,0,0,0,0,1,2
"LOC111325780",0,2,0,0,0,0,0,0,0,0
"LOC111325850",0,0,0,0,0,0,0,0,0,0
"LOC111325781",0,0,0,0,0,0,0,0,0,0
"LOC111325782",0,0,0,0,0,0,0,0,0,0
"LOC111325756",8,12,5,2,5,5,5,5,16,8
"LOC111325760",0,0,0,1,1,1,0,0,0,0
"LOC111325755",0,0,0,0,0,0,0,0,0,0
"LOC111325783",195,182,61,27,49,92,232,286,268,196
"LOC111325758",4,6,3,0,1,1,6,2,3,6
"LOC111325820",0,0,1,0,0,0,0,2,0,1
"LOC111325761",0,0,0,0,0,0,1,0,0,0
"LOC111325768",1,1,0,0,1,0,0,0,0,0
"LOC111325771",4,4,2,0,2,5,2,5,3,1
"LOC111325773",56,43,13,9,19,24,13,36,30,29
"LOC111325770",44,38,17,7,1,12,8,36,25,32
"LOC111325774",4,5,0,0,0,2,1,3,3,5
"LOC111325772",15,10,4,5,1,3,6,6,9,8
"LOC111325769",1,0,0,0,0,1,0,1,1,0
"LOC111325841",16,14,10,2,4,13,5,15,8,16
"LOC111325811",7,9,2,3,0,1,1,7,1,7
"LOC111325810",4,8,4,1,0,5,2,4,5,8
"LOC111325807",17,14,8,2,7,6,3,8,10,16
"LOC111325803",14,20,2,7,12,9,3,20,16,23
"LOC111325805",705,246,248,102,236,207,262,305,303,383
"LOC111325808",12,8,1,0,9,1,7,4,8,6
"LOC111325804",209,67,86,32,89,46,76,121,81,114
"LOC111325784",0,0,0,0,0,0,0,0,0,0
"LOC111325767",0,0,0,0,0,0,0,0,0,0
"LOC111325831",1,2,0,0,0,0,0,0,0,0
"LOC111325830",0,0,0,0,0,0,0,0,0,0
"LOC111325785",0,0,0,0,0,0,0,0,0,0
"LOC111325828",6,7,2,0,1,3,2,6,2,3
"LOC111325827",24,9,1,0,6,7,8,5,5,7
"LOC111325814",40,25,14,10,20,18,21,21,19,23
"Trnak-uuu_5",0,0,1,0,0,1,3,1,0,2
"LOC111325848",3,4,1,0,2,0,0,5,0,3
"LOC111325849",0,0,0,0,0,1,0,0,0,0
"LOC111325787",0,0,0,0,0,0,0,0,0,0
"LOC111325835",1,0,0,0,1,0,1,0,0,0
"LOC111325837",8,7,4,3,3,4,7,9,7,8
"LOC111325840",6,5,0,0,5,2,1,9,7,3
"LOC111325847",12,0,1,2,3,4,0,0,1,0
"LOC111325825",0,0,0,0,0,0,0,0,0,0
"LOC111325824",0,0,0,0,0,0,0,0,0,0
"LOC111325788",0,0,0,0,0,0,0,0,0,0
"LOC111325789",86,80,44,42,78,65,56,59,55,80
"LOC111325798",15,14,1,2,14,16,14,11,11,16
"LOC111325790",4,2,1,0,3,2,1,1,1,4
"LOC111325843",28,26,21,10,20,25,31,32,25,26
"LOC111325823",0,0,0,0,1,0,0,0,0,0
"LOC111325791",1,0,0,0,0,1,0,0,0,0
"LOC111325817",0,0,0,0,0,1,0,1,1,0
"LOC111325818",29,32,8,8,10,8,7,10,11,5
"LOC111325763",56,29,16,7,30,17,17,22,37,20
"LOC111325765",883,977,436,246,332,483,466,617,431,532
"LOC111325766",48,46,16,10,9,31,14,31,13,17
"LOC111325834",35,37,13,10,28,14,12,20,31,17
"LOC111325754",0,0,0,0,0,0,0,0,1,0
"LOC111325792",0,1,2,0,1,1,2,1,1,0
"LOC111325845",9,11,3,2,6,4,4,10,5,11
"LOC111325821",21,11,5,6,9,10,14,14,9,14
"LOC111325793",25,23,8,9,11,7,16,12,15,24
"LOC111325815",0,1,0,1,0,0,0,0,0,1
"LOC111325812",1,2,2,0,0,2,2,6,2,3
"LOC111325813",2,5,0,0,1,2,1,0,1,5
"LOC111325886",0,0,0,0,0,0,0,2,0,1
"LOC111325887",2,3,3,3,1,0,0,0,1,1
"LOC111325929",13,17,6,5,9,7,9,8,8,6
"LOC111325888",0,3,1,0,0,0,1,1,0,0
"LOC111325881",23,21,15,10,10,7,13,6,14,18
"LOC111325883",0,0,0,0,0,0,0,0,1,1
"LOC111325879",4,4,2,1,0,2,4,1,1,3
"LOC111325882",38,52,10,8,23,11,26,18,16,43
"LOC111325870",9,9,3,1,0,5,3,3,2,2
"LOC111325869",13,4,3,0,3,4,4,3,4,5
"LOC111325868",1,1,0,0,0,0,0,2,0,1
"LOC111325889",50,37,11,15,37,22,20,48,37,18
"LOC111325871",2,2,0,0,3,2,2,4,0,3
"LOC111325878",1,0,2,0,0,0,3,3,2,1
"LOC111325874",0,0,0,0,0,0,0,0,0,1
"LOC111325876",11,8,2,1,1,5,4,4,6,3
"LOC111325873",3,5,2,1,2,4,3,4,4,5
"LOC111325877",0,0,0,0,0,0,0,0,0,0
"LOC111325867",5,8,0,2,0,4,6,6,4,5
"Trnas-aga_16",0,0,0,0,0,0,0,0,0,0
"Trnas-aga_17",0,0,0,0,0,0,0,0,0,0
"LOC111325875",1,1,1,0,0,1,2,1,2,5
"LOC111325890",1,0,0,0,0,1,0,0,0,0
"LOC111325892",42,29,1,4,13,16,24,26,23,39
"LOC111325908",28,29,8,5,8,5,8,17,17,21
