,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Expression,NCBI.GeneID,Symbol,Description,Gene.Type,Annotation.Genomic.Range.Accession,SwissProt.Accessions
101,578.0080988,2.588760585,0.558983767,4.631190993,3.64E-06,0.000349308,Fluorescent,111330066,LOC111330066,uncharacterized LOC111330066,PROTEIN_CODING,NW_019217928.1,
102,13.90466971,2.371049663,0.515646212,4.598210181,4.26E-06,0.000405485,Fluorescent,111328749,LOC111328749,cobra venom factor-like,PROTEIN_CODING,NW_019217905.1,
103,28.51065031,1.855823901,0.404272988,4.590521639,4.42E-06,0.000416706,Fluorescent,111332789,LOC111332789,uncharacterized LOC111332789,PROTEIN_CODING,NW_019217986.1,
104,25.59642424,1.977513168,0.431710595,4.580645444,4.64E-06,0.000432757,Fluorescent,111336934,LOC111336934,latent-transforming growth factor beta-binding protein 3-like,PROTEIN_CODING,NW_019218102.1,
105,11.87904871,-2.075733001,0.454286806,-4.56921261,4.90E-06,0.000452774,Non-fluorescent,111333170,LOC111333170,uncharacterized LOC111333170,PROTEIN_CODING,NW_019217996.1,
106,59.40476212,1.303310254,0.286270162,4.552728255,5.30E-06,0.000485222,Fluorescent,111335693,LOC111335693,integrin alpha-9-like,PROTEIN_CODING,NW_019218062.1,
107,12.53346537,2.003902018,0.441547483,4.53836132,5.67E-06,0.000514711,Fluorescent,111343440,LOC111343440,methyltransferase-like protein 25,PROTEIN_CODING,NW_019218423.1,
108,117.5240894,-1.239330801,0.273495986,-4.531440555,5.86E-06,0.000527032,Non-fluorescent,111343618,LOC111343618,uncharacterized LOC111343618,PROTEIN_CODING,NW_019218437.1,
109,67.7472766,-1.204703133,0.267768141,-4.499053282,6.83E-06,0.00060853,Non-fluorescent,111338572,LOC111338572,uncharacterized LOC111338572,PROTEIN_CODING,NW_019218157.1,
110,65.84905059,1.49611395,0.332907316,4.494085527,6.99E-06,0.000611884,Fluorescent,111330589,LOC111330589,monocarboxylate transporter 10-like,PROTEIN_CODING,NW_019217938.1,
111,17.82957417,2.404400291,0.536878493,4.478481302,7.52E-06,0.00065258,Fluorescent,111335314,LOC111335314,uncharacterized LOC111335314,PROTEIN_CODING,NW_019218052.1,
112,9.88924786,2.462681394,0.55451499,4.441144857,8.95E-06,0.000770008,Fluorescent,111323023,LOC111323023,uncharacterized LOC111323023,PROTEIN_CODING,NW_019217827.1,
113,2545.66259,2.282757648,0.514610566,4.435893469,9.17E-06,0.000782221,Fluorescent,111325671,LOC111325671,uncharacterized LOC111325671,PROTEIN_CODING,NW_019217858.1,
114,29.63981981,-1.246986556,0.281914675,-4.423276499,9.72E-06,0.000822258,Non-fluorescent,111326885,LOC111326885,allene oxide synthase-lipoxygenase protein-like,PROTEIN_CODING,NW_019217875.1,
115,635.7009647,2.437091197,0.553341728,4.404314861,1.06E-05,0.000889958,Fluorescent,111337489,LOC111337489,uncharacterized LOC111337489,PROTEIN_CODING,NW_019218119.1,
116,7.221550872,2.987567036,0.679835195,4.394546,1.11E-05,0.00092311,Fluorescent,111335321,LOC111335321,lactadherin-like,PROTEIN_CODING,NW_019218052.1,
117,8.75936765,2.648603483,0.604781136,4.379441297,1.19E-05,0.000981221,Fluorescent,111343161,LOC111343161,uncharacterized LOC111343161,PROTEIN_CODING,NW_019218398.1,
118,48.72508113,-1.507615173,0.345718628,-4.360815559,1.30E-05,0.00105976,Non-fluorescent,111322400,LOC111322400,peroxidasin homolog,PROTEIN_CODING,NW_019217821.1,
119,85.63764044,2.58431981,0.59336223,4.355383068,1.33E-05,0.001077483,Fluorescent,111326602,LOC111326602,transmembrane protein 205-like,PROTEIN_CODING,NW_019217871.1,
120,6.917230008,2.636761041,0.607291274,4.341839172,1.41E-05,0.001127625,Fluorescent,111327625,LOC111327625,tissue inhibitor of metalloproteinase-like,PROTEIN_CODING,NW_019217887.1,
121,45.31566353,-1.057405034,0.244104149,-4.331778219,1.48E-05,0.001170973,Non-fluorescent,111331389,LOC111331389,"dynein heavy chain 1, axonemal-like",PROTEIN_CODING,NW_019217954.1,
122,5.325011571,4.088692759,0.944317433,4.329786378,1.49E-05,0.001172237,Fluorescent,111341087,LOC111341087,homeobox protein Hox-B4a-like,PROTEIN_CODING,NW_019217797.1,
123,20.74784579,-1.427656412,0.331563549,-4.305830413,1.66E-05,0.001296302,Non-fluorescent,111325186,LOC111325186,gamma-aminobutyric acid type B receptor subunit 2-like,PROTEIN_CODING,NW_019217852.1,
124,15.85544465,2.180988275,0.506941496,4.302248468,1.69E-05,0.001297017,Fluorescent,111320820,LOC111320820,collagen alpha-1(I) chain-like,PROTEIN_CODING,NW_019217806.1,
125,28.17943321,-1.451894867,0.337442708,-4.302641102,1.69E-05,0.001297017,Non-fluorescent,111323999,LOC111323999,uncharacterized LOC111323999,PROTEIN_CODING,NW_019217838.1,
126,13.15287411,1.688379781,0.393294279,4.292917212,1.76E-05,0.00134236,Fluorescent,111346802,LOC111346802,uncharacterized LOC111346802,PROTEIN_CODING,NW_019218962.1,
127,16.34536645,1.972292855,0.459917846,4.288359043,1.80E-05,0.00135974,Fluorescent,111322266,LOC111322266,gamma-interferon-inducible lysosomal thiol reductase-like,PROTEIN_CODING,NW_019217819.1,
128,7.817345932,2.596773074,0.607892012,4.271767063,1.94E-05,0.001453888,Fluorescent,111326654,LOC111326654,homeobox protein GBX-2-like,PROTEIN_CODING,NW_019217872.1,
129,13.30092566,1.885112705,0.443051268,4.254841008,2.09E-05,0.001556556,Fluorescent,111333478,LOC111333478,coagulation factor V-like,PROTEIN_CODING,NW_019218004.1,
130,89.14018233,-1.068873938,0.252424513,-4.234430031,2.29E-05,0.001692158,Non-fluorescent,111331440,LOC111331440,uncharacterized LOC111331440,PROTEIN_CODING,NW_019217955.1,
131,8.520845906,2.482254815,0.589653436,4.209684308,2.56E-05,0.001860796,Fluorescent,111333901,LOC111333901,leucine-rich repeats and immunoglobulin-like domains protein 1,PROTEIN_CODING,NW_019218015.1,
132,3.264047352,4.507497939,1.071960578,4.204910171,2.61E-05,0.001886639,Fluorescent,111336458,LOC111336458,heat shock 70 kDa protein 12A-like,PROTEIN_CODING,NW_019217793.1,
133,11.59777082,2.372745635,0.565654946,4.194687329,2.73E-05,0.001959467,Fluorescent,111323897,LOC111323897,flocculation protein FLO11-like,PROTEIN_CODING,NW_019217837.1,
134,63.92174228,1.479977724,0.354269097,4.177552425,2.95E-05,0.002039149,Fluorescent,111326934,LOC111326934,CSC1-like protein ERD4,PROTEIN_CODING,NW_019217788.1,
135,8.887461586,2.231487803,0.533817606,4.180243924,2.91E-05,0.002039149,Fluorescent,111320842,LOC111320842,collagen alpha-1(III) chain-like,PROTEIN_CODING,NW_019217806.1,
136,96.67679167,1.427997717,0.34171071,4.178966809,2.93E-05,0.002039149,Fluorescent,111331664,LOC111331664,long-chain-fatty-acid--CoA ligase 4-like,PROTEIN_CODING,NW_019217959.1,
