pathway,enriched_in,pval,padj,log2err,ES,NES,size,leadingEdge
Activation of G protein gated Potassium channels,NF,0.000174423272351735,0.00393542508243602,0.518848077743792,-0.312484972264914,-1.5300055508246,248,LOC111328433;LOC111324031;LOC111325186;LOC111339304;LOC111338573;LOC111330090;LOC111327412;LOC111320769;LOC111336558;LOC111331563;LOC111323186;LOC111339606;LOC111325182;LOC111329708;LOC111323464;LOC111345392;LOC111323977;LOC111329363;LOC111320939;LOC111329767;LOC111321594;LOC111341689;LOC111340260;LOC111321721;LOC111341708;LOC111336420;LOC111323742;LOC111337757;LOC111333319;LOC111322045;LOC111333265;LOC111322916;LOC111336239;LOC111347469;LOC111330157;LOC111341451;LOC111321574;LOC111328593;LOC111340626;LOC111329524;LOC111329286;LOC111322543;LOC111322355;LOC111324351;LOC111321222;LOC111346330;LOC111337156;LOC111320833;LOC111323882;LOC111326061;LOC111335161;LOC111319041;LOC111327509;LOC111342126;LOC111328509;LOC111327795;LOC111336384;LOC111324011;LOC111337966;LOC111345887;LOC111324032;LOC111321655;LOC111325195;LOC111334629
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits,NF,0.000174423272351735,0.00393542508243602,0.518848077743792,-0.312484972264914,-1.5300055508246,248,LOC111328433;LOC111324031;LOC111325186;LOC111339304;LOC111338573;LOC111330090;LOC111327412;LOC111320769;LOC111336558;LOC111331563;LOC111323186;LOC111339606;LOC111325182;LOC111329708;LOC111323464;LOC111345392;LOC111323977;LOC111329363;LOC111320939;LOC111329767;LOC111321594;LOC111341689;LOC111340260;LOC111321721;LOC111341708;LOC111336420;LOC111323742;LOC111337757;LOC111333319;LOC111322045;LOC111333265;LOC111322916;LOC111336239;LOC111347469;LOC111330157;LOC111341451;LOC111321574;LOC111328593;LOC111340626;LOC111329524;LOC111329286;LOC111322543;LOC111322355;LOC111324351;LOC111321222;LOC111346330;LOC111337156;LOC111320833;LOC111323882;LOC111326061;LOC111335161;LOC111319041;LOC111327509;LOC111342126;LOC111328509;LOC111327795;LOC111336384;LOC111324011;LOC111337966;LOC111345887;LOC111324032;LOC111321655;LOC111325195;LOC111334629
TRP channels,NF,0.000187829307886911,0.00398861059689264,0.518848077743792,-0.341847870225842,-1.61310645294919,193,LOC111323092;LOC111323527;LOC111333248;LOC111335179;LOC111335234;LOC111331369;LOC111320630;LOC111324824;LOC111326104;LOC111344357;LOC111326319;LOC111329625;LOC111326801;LOC111332847;LOC111340670;LOC111326463;LOC111325892;LOC111326949;LOC111330776;LOC111329285;LOC111325867;LOC111332340;LOC111327256;LOC111333344;LOC111336031;LOC111324222;LOC111323367;LOC111321890;LOC111336582;LOC111335520;LOC111339104;LOC111347269;LOC111335226;LOC111333353;LOC111335242;LOC111336361;LOC111344259;LOC111324389;LOC111335368;LOC111332142;LOC111323307;LOC111331872;LOC111323586;LOC111323305;LOC111333317;LOC111334817;LOC111324976;LOC111329517;LOC111333990;LOC111336319;LOC111323986;LOC111328840;LOC111326965;LOC111335617;LOC111335477;LOC111326783;LOC111332474;LOC111325739;LOC111340301;LOC111321113
Activation of the phototransduction cascade,NF,0.000439534590311627,0.00638661722206087,0.49849310876659,-0.444922532923889,-1.73642781133765,65,LOC111323527;LOC111333248;LOC111324824;LOC111334449;LOC111326801;LOC111326463;LOC111325892;LOC111326949;LOC111325867;LOC111332340;LOC111327256;LOC111324222;LOC111323367;LOC111321890;LOC111347269;LOC111336361;LOC111329417;LOC111324976;LOC111329517;LOC111328840;LOC111326965;LOC111326783;LOC111340301;LOC111325084;LOC111336764;LOC111319649;LOC111330963;LOC111326797;LOC111325907;LOC111331319;LOC111338105;LOC111321163;LOC111336758
Phase 1 - inactivation of fast Na+ channels,NF,0.000436643148387899,0.00638661722206087,0.49849310876659,-0.39649094487229,-1.68159074397392,100,LOC111323527;LOC111333248;LOC111324824;LOC111326801;LOC111326463;LOC111325892;LOC111330919;LOC111326949;LOC111327078;LOC111325867;LOC111332340;LOC111327256;LOC111324222;LOC111324102;LOC111323367;LOC111333586;LOC111321890;LOC111326988;LOC111347269;LOC111329323;LOC111347469;LOC111336338;LOC111336361;LOC111326735;LOC111341302;LOC111324976;LOC111329517;LOC111328840;LOC111319692;LOC111326965;LOC111326783;LOC111344242;LOC111340301;LOC111338487;LOC111325084;LOC111336764;LOC111319649;LOC111330963;LOC111340880;LOC111336531;LOC111326797;LOC111325907;LOC111338803;LOC111331319;LOC111321163;LOC111336758;LOC111347008
Phase 3 - rapid repolarisation,NF,0.000436643148387899,0.00638661722206087,0.49849310876659,-0.39649094487229,-1.68159074397392,100,LOC111323527;LOC111333248;LOC111324824;LOC111326801;LOC111326463;LOC111325892;LOC111330919;LOC111326949;LOC111327078;LOC111325867;LOC111332340;LOC111327256;LOC111324222;LOC111324102;LOC111323367;LOC111333586;LOC111321890;LOC111326988;LOC111347269;LOC111329323;LOC111347469;LOC111336338;LOC111336361;LOC111326735;LOC111341302;LOC111324976;LOC111329517;LOC111328840;LOC111319692;LOC111326965;LOC111326783;LOC111344242;LOC111340301;LOC111338487;LOC111325084;LOC111336764;LOC111319649;LOC111330963;LOC111340880;LOC111336531;LOC111326797;LOC111325907;LOC111338803;LOC111331319;LOC111321163;LOC111336758;LOC111347008
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,NF,0.000781653548849654,0.0100777475405259,0.477270815362862,-0.327219174216507,-1.54054756336403,185,LOC111339304;LOC111330090;LOC111327412;LOC111320769;LOC111336558;LOC111331563;LOC111323186;LOC111339606;LOC111325182;LOC111329708;LOC111345392;LOC111329363;LOC111320939;LOC111340260;LOC111321721;LOC111341708;LOC111336420;LOC111323742;LOC111337757;LOC111333319;LOC111322045;LOC111336239;LOC111347469;LOC111341451;LOC111340626;LOC111329286;LOC111322543;LOC111322355;LOC111324351;LOC111321222;LOC111346330;LOC111320833;LOC111323882;LOC111326061;LOC111335161;LOC111319041;LOC111342126;LOC111327795;LOC111324011;LOC111337966;LOC111345887;LOC111321655;LOC111325195;LOC111334629;LOC111345733;LOC111321584;LOC111343179;LOC111337745
Voltage gated Potassium channels,NF,0.00118387984589342,0.0119839605397956,0.45505986738723,-0.360054502164547,-1.58173633850543,122,LOC111323527;LOC111333248;LOC111324824;LOC111334449;LOC111326801;LOC111338444;LOC111326463;LOC111325892;LOC111330919;LOC111326949;LOC111327078;LOC111325867;LOC111332340;LOC111327256;LOC111324222;LOC111324102;LOC111323367;LOC111333586;LOC111321890;LOC111326988;LOC111347269;LOC111329323;LOC111326918;LOC111347469;LOC111336338;LOC111336361;LOC111326735;LOC111341302;LOC111329417;LOC111324976;LOC111329517;LOC111328840;LOC111319692;LOC111326965;LOC111326783;LOC111344242;LOC111340301;LOC111338487;LOC111325084;LOC111321901;LOC111336764;LOC111319649;LOC111330963;LOC111335815;LOC111340880;LOC111336531;LOC111326797;LOC111325907;LOC111338803;LOC111331319;LOC111338105;LOC111321163;LOC111336758;LOC111347008
Lewis blood group biosynthesis,NF,0.00140933127680003,0.0127334918975485,0.45505986738723,-0.317597584298015,-1.4947654803938,188,LOC111339304;LOC111330090;LOC111327412;LOC111320769;LOC111336558;LOC111331563;LOC111323186;LOC111339606;LOC111325182;LOC111329708;LOC111345392;LOC111329363;LOC111320939;LOC111340260;LOC111321721;LOC111341708;LOC111336420;LOC111323742;LOC111337757;LOC111333319;LOC111322045;LOC111336239;LOC111347469;LOC111341451;LOC111340626;LOC111329286;LOC111322543;LOC111322355;LOC111324351;LOC111321222;LOC111346330;LOC111320833;LOC111323882;LOC111326061;LOC111335161;LOC111319041;LOC111342126;LOC111327795;LOC111324011;LOC111337966;LOC111345887;LOC111321655;LOC111325195;LOC111334629;LOC111345733;LOC111321584;LOC111343179;LOC111337745
ATF6 (ATF6-alpha) activates chaperones,NF,0.00195195680716281,0.0153186175518646,0.45505986738723,-0.656918919459491,-1.91096972559991,17,LOC111328662;LOC111331383;LOC111328635;LOC111323438;LOC111339760;LOC111339385;LOC111330254;LOC111331051;LOC111333026
ATF6B (ATF6-beta) activates chaperones,NF,0.00195195680716281,0.0153186175518646,0.45505986738723,-0.656918919459491,-1.91096972559991,17,LOC111328662;LOC111331383;LOC111328635;LOC111323438;LOC111339760;LOC111339385;LOC111330254;LOC111331051;LOC111333026
CREB3 factors activate genes,NF,0.00195195680716281,0.0153186175518646,0.45505986738723,-0.656918919459491,-1.91096972559991,17,LOC111328662;LOC111331383;LOC111328635;LOC111323438;LOC111339760;LOC111339385;LOC111330254;LOC111331051;LOC111333026
WG ligand not bound to FZ receptors,NF,0.00229916603598246,0.0155934871016507,0.431707695803346,-0.305805261213247,-1.46419717121733,211,LOC111330588;LOC111339304;LOC111330090;LOC111327412;LOC111320769;LOC111336558;LOC111331563;LOC111345591;LOC111323186;LOC111339606;LOC111325182;LOC111329708;LOC111345392;LOC111329363;LOC111320939;LOC111340260;LOC111335426;LOC111321721;LOC111341708;LOC111336420;LOC111323742;LOC111337757;LOC111333319;LOC111322045;LOC111336239;LOC111347469;LOC111341451;LOC111340626;LOC111329286;LOC111322543;LOC111322355;LOC111324351;LOC111321222;LOC111346330;LOC111320833;LOC111323882;LOC111326061;LOC111335161;LOC111319041;LOC111342126;LOC111327795;LOC111324011;LOC111337966;LOC111345887;LOC111321655;LOC111325195;LOC111334629;LOC111345733;LOC111321584;LOC111340018;LOC111343179;LOC111337745
RNA Polymerase III Transcription Initiation From Type 1 Promoter,NF,0.0028324888937537,0.0173309913668658,0.431707695803346,-0.388347239295683,-1.56161733008893,80,LOC111328602;LOC111329325;LOC111332020;LOC111325476;LOC111329204;LOC111331456;LOC111336972;LOC111330363;LOC111323107;LOC111321475;LOC111334539;LOC111339681;LOC111326177;LOC111332017;LOC111324226;LOC111329469;LOC111337539;LOC111335657;LOC111333250;LOC111340644;LOC111337596;LOC111320776;LOC111323331;LOC111328222;LOC111333228;LOC111320700;LOC111336316;LOC111333231;LOC111325066;LOC111341681;LOC111321386;LOC111331529;LOC111334475;LOC111323387;LOC111333991;LOC111325048;LOC111324061;LOC111329794
